timestamp_mills_ms,GX,GY,GZ,AX,AY,AZ,sync,timestamp_listener
0,15.08,-493.23,-17.88,-0.45,-0.06,0.91,n,1715783917365.0
14,15.38,-444.21,-3.97,-0.2,-0.06,1.03,n,1715783917667.0
26,19.78,-358.22,16.42,-0.12,-0.03,1.17,n,1715783917667.0
38,21.18,-252.26,31.92,-0.13,0.02,1.25,n,1715783917667.0
50,20.45,-151.86,36.5,-0.23,0.11,1.24,n,1715783917667.0
62,17.94,-77.64,27.89,-0.34,0.14,1.18,n,1715783917667.0
74,20.02,-48.03,16.17,-0.41,0.17,1.14,n,1715783917667.0
86,18.92,-53.53,10.25,-0.46,0.13,1.08,n,1715783917667.0
98,13.98,-75.32,11.11,-0.45,0.08,1.0,n,1715783917667.0
110,9.46,-94.97,11.35,-0.33,0.05,0.94,n,1715783917667.0
122,5.86,-86.3,11.35,-0.17,0.05,0.83,n,1715783917667.0
134,4.64,-59.02,8.85,-0.17,0.0,0.81,n,1715783917667.0
146,9.77,-20.81,5.98,-0.12,0.03,0.85,n,1715783917667.0
158,2.32,25.63,5.19,-0.27,0.05,0.81,n,1715783917667.0
170,-3.17,62.99,-3.17,-0.13,-0.02,0.86,n,1715783917667.0
182,-4.94,130.07,-6.65,-0.01,-0.01,0.83,n,1715783917667.0
194,-3.91,215.03,-9.16,-0.09,0.03,0.83,n,1715783917667.0
206,-8.73,293.27,-12.08,-0.16,0.01,0.77,n,1715783917667.0
218,-13.12,359.56,-12.15,-0.25,-0.02,0.71,n,1715783917667.0
230,-19.35,405.33,-18.92,-0.32,-0.03,0.66,n,1715783917667.0
242,-25.82,418.76,-24.66,-0.38,-0.07,0.62,n,1715783917667.0
266,-40.28,380.49,-6.23,-0.76,-0.23,0.27,n,1715783917667.0
278,-27.83,304.38,10.99,-1.26,-0.3,0.39,n,1715783917667.0
290,-9.89,195.13,18.37,-1.53,-0.19,0.57,n,1715783917667.0
302,-5.92,70.31,19.1,-1.5,-0.06,0.76,n,1715783917976.0
316,-18.8,-90.88,10.38,-1.24,0.02,0.84,n,1715783917976.0
328,-28.2,-164.61,8.0,-1.06,0.02,0.86,n,1715783917976.0
340,-30.09,-211.55,5.13,-0.93,0.03,0.8,n,1715783917976.0
352,-27.4,-232.97,5.13,-0.79,-0.02,0.73,n,1715783917976.0
364,-11.54,-234.01,7.14,-0.7,-0.05,0.75,n,1715783917976.0
376,2.01,-219.91,10.38,-0.62,-0.03,0.83,n,1715783917976.0
388,13.31,-193.79,12.45,-0.57,0.02,0.88,n,1715783917977.0
400,14.4,-159.36,10.86,-0.54,0.02,0.96,n,1715783917977.0
412,9.83,-119.26,7.81,-0.53,-0.01,0.97,n,1715783917977.0
424,6.96,-77.03,3.91,-0.47,-0.03,0.91,n,1715783917977.0
436,11.96,-38.02,-2.44,-0.4,-0.05,0.85,n,1715783917977.0
448,16.05,-1.34,-0.18,-0.41,-0.07,0.86,n,1715783917977.0
460,10.44,24.72,8.48,-0.65,-0.04,0.84,n,1715783917977.0
472,1.71,34.85,3.85,-0.67,-0.05,0.87,n,1715783917977.0
484,-2.69,44.49,10.38,-0.61,-0.06,0.86,n,1715783917977.0
496,-7.81,75.44,12.02,-0.59,-0.06,0.82,n,1715783917977.0
508,-9.34,111.21,11.96,-0.55,-0.05,0.77,n,1715783917977.0
520,-13.85,147.03,14.47,-0.41,-0.07,0.72,n,1715783917977.0
532,-20.14,187.81,18.31,-0.51,-0.06,0.74,n,1715783917977.0
